id,referencia,score_calidad,etapa_comercial,tipo_oportunidad,sectores,materiales_detectados,precio_formateado,entidad,departamento,ciudad,modalidad,contratista_nombre,contratista_nit,accion_sugerida,url_secop,descripcion
CO1.REQ.10931112,SA-022-2026 (Manifestación de interés (Menor Cuantía)),60,Proceso Activo (Evaluación),Monitoreo Comercial,Construcción & Obra Civil General,escenarios deportivos,"$1,138,081,869 COP",INSTITUTO DE DEPORTES Y RECREACION DE MEDELLIN,Antioquia,Medellín,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10789895,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE CUBIERTAS Y CARPINTERIA METÁLICA EN LOS ESCENARIOS DEPORTIVOS Y RECREATIVOS ADMINISTRADOS POR EL INDER MEDELLÍN
CO1.REQ.3372299,CPA-FP-2022-096,60,Proceso Activo (En aprobación),Monitoreo Comercial,Construcción & Obra Civil General,"escuela, colegio","$147,503,126 COP",DAPRE,Distrito Capital de Bogotá,Bogotá,Contratación régimen especial,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/STS/Users/Login/Index,"INTERVENTORÍA INTEGRAL: TÉCNICA, ADMINISTRATIVA, FINANCIERA, LEGAL Y AMBIENTAL PARA LA CONSTRUCCIÓN DE CUBIERTA PARA CANCHA MÚLTIPLE DEL COLEGIO NACIONALIZADO LOS CENTAUROS SEDE ESCUELA URBANA LA ESPERANZA EN EL MUNICIPIO DE VISTAHERMOSA, META"
CO1.REQ.11032801,STI-2026-307,58,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Energía Solar & Alumbrado Público,alumbrado público,"$273,300,000 COP",MUNICIPIO DE SEVILLA,Valle del Cauca,Sevilla,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10888665,"SUMINISTRO E INSTALACIÓN DE LUMINARIAS TIPO LED Y COMPONENTES ELÉCTRICOS DESTINADOS AL MEJORAMIENTO, FORTALECIMIENTO Y MODERNIZACIÓN DE LA INFRAESTRUCTURA DEL SISTEMA DE ALUMBRADO PÚBLICO PARA LA PRESTACIÓN EFICIENTE DEL SERVICIO EN EL MUNICIPIO DE S"
CO1.REQ.11009961,EMSET-DSP-033-2026,58,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Acero & Metalmecánica,acero de refuerzo,"$255,574,070 COP",EMPRESA MUNICIPAL DE SERVICIOS PÚBLICOS DE TAURAMENA SA ESP,Casanare,Tauramena,Contratación régimen especial,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10864302,"MANTENIMIENTO Y REHABILITACION DE LA INFRAESTRUCTURA DE ALCANTARILLADO SANITARIO MEDIANTE LA INTERVENCION DE POZOS DE INSPECCION (DEMOLICION Y RECONSTRUCCION DE PLACAS, PLACAS DE MANHOLE PARA TRAFICO PESADO, ACERO DE REFUERZO, ALISTADOS, IMPERMEABILI"
CO1.REQ.10964515,S015-2026,58,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Energía Solar & Alumbrado Público,alumbrado publico,"$217,279,948 COP",ANTIOQUIA  EMPRESA DE SERVICIOS RETIRAR S.A E.S.P - EL RETIRO,No Definido,No Definido,Contratación régimen especial,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10818504,"ADQUISICIÓN DE VEHICULO REQUERIDO PARA EL MANTENIMIENTO DE REDES Y LUMINARIAS DEL ALUMBRADO PUBLICO A CARGO DE LA EMPRESA RETIRAR SA E.S.P, DEL MUNICIPIO DE EL RETIRO"
CO1.REQ.10944360,4100001839,58,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Acero & Metalmecánica,estructura metalica,"$208,461,763 COP",EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,Antioquia,Medellín,Contratación régimen especial,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10797912,"sofa 2 puestos estructura metalica asiento y espaldar espuma inyectada bastidor interno madera tapizado vertigo con brazos 120cmx63cmx82cm, sofa modulo 3 puestos estructura tuberia rectangular 179.4cmx59.4cmx36.3cm asiento tablex 15mm espuma inyectad"
CO1.REQ.10889199,4100001701,58,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Acero & Metalmecánica,acero inoxidable,"$195,927,096 COP",EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,Antioquia,Medellín,Contratación régimen especial,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10744064,"Rtd pt100 clase a -70 a 500°c 3 hilos rosca 1/2'npt bulbo acero inoxidable diametro 15mm longitud 590mm,Transmisor temperatura rtd pt100 -50 a 500â°c 3 hilos rosca 1/2â npt bulbo acero inoxidable diametro 3mm longitud 50mm,Rtd pt100 0-400°c 3 hilos "
CO1.REQ.11007891,4100001962,58,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Acero & Metalmecánica,acero inoxidable,"$153,711,960 COP",EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,Antioquia,Medellín,Contratación régimen especial,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10862189,"instalacion, prueba y puesta a punto de intercambiadores de calor para enfriador de amoniaco, intercambiador calor placas agua/lubricante 79°f/164.9°f salida 90.1°f/130°f acero inoxidable 11796lb/h"
CO1.REQ.11050330,PC-MS-SA-008-2026,58,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Energía Solar & Alumbrado Público,alumbrado público,"$149,956,950 COP",MUNICIPIO DE SOCOTA,Boyacá,Socotá,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10906499,"MANTENIMIENTO, ADECUACIÓN Y ADQUISICIÓN DE LAMPARAS Y DEMAS ELEMENTOS ELÉCTRICOS PARA EL ADECUADO FUNCIONAMIENTO DE LA RED DE ALUMBRADO PÚBLICO RURAL Y URBANO DEL MUNICIPIO DE SOCOTA DEPARTAMENTO DE BOYACÁ"
CO1.REQ.10837007,4100001545,58,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Acero & Metalmecánica,acero inoxidable,"$141,819,578 COP",EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,Antioquia,Medellín,Contratación régimen especial,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10691076,"valvula compuerta sello metalico hierro ductil 2  580psi (40bar) bridada asme b16.5 clase 300 asiento acero inoxidable vastago ascendente cuerpo corto, valvula compuerta sello metalico 2  (50mm) 580psi (40bar) hierro ductil bridada asme b16.5 clase 3"
CO1.REQ.10926537,ODC-DAD-0052-2026,58,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Acero & Metalmecánica,acero inoxidable,"$118,451,278 COP",UNIMAGDALENA,Magdalena,Santa Marta,Contratación régimen especial,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10780187,"COMPRA E INSTALACIÓN DE UN SISTEMA DE TRATAMIENTO DE AGUA POTABLE CON ABLANDAMIENTO, FILTRACIÓN, OXIDES INFECCIÓN, OSMOSIS INVERSA Y DOS (2) DISPOSITIVOS DE DISPENSACIÓN REFRIGERADA EN ACERO INOXIDABLE PARA EL SUMINISTRO A TODA LA COMUNIDAD UNIVERSIT"
CO1.REQ.11073528,SAMC-022-2026 (Manifestación de interés (Menor Cuantía)),58,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Energía Solar & Alumbrado Público,alumbrado público,"$112,195,664 COP",MUNICIPIO DE CUBARA BOYACA,Boyacá,No Definido,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10930017,"MANTENIMIENTO DEL SISTEMA DE ALUMBRADO PÚBLICO EN LAS ZONAS URBANA Y RURAL DEL MUNICIPIO, MEDIANTE LA EJECUCIÓN DE LAS INTERVENCIONES REQUERIDAS PARA LA RECUPERACIÓN Y PUESTA EN FUNCIONAMIENTO DE LA INFRAESTRUCTURA EXISTENTE"
CO1.REQ.11065135,CM-005-2026 (Presentación de oferta),58,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Acero & Metalmecánica,estructura metalica,"$104,149,650 COP",MUNICIPIO DE AGUA DE DIOS,Cundinamarca,Agua De Dios,Concurso de méritos abierto,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10920937,"INTERVENTORÍA TÉCNICA, ADMINISTRATIVA, JURIDICA, FINANCIERA, SOCIAL Y AMBIENTAL, PARA LA CONSTRUCCION DE CUBIERTA EN ESTRUCTURA METALICA PARA EL POLIDEPORTIVO QUINCE LETRAS EN EL MUNICIPIO DE AGUA DE DIOS, CUNDINAMARCA DE ACUERDO CON EL CONVENIO No. "
CO1.REQ.10986709,UNAL-MED-2026-454026,58,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Acero & Metalmecánica,estructura metálica,"$103,209,087 COP",UNIVERSIDAD NACIONAL DE COLOMBIA,Distrito Capital de Bogotá,No Definido,Contratación régimen especial,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10840483,"Compra e instalación de estructura metálica para el ascensor del Bloque 46, Campus El Volador, Universidad Nacional de Colombia Sede Medellín"
CO1.REQ.11065609,2026.081,58,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Acero & Metalmecánica,estructura metálica,"$100,113,709 COP",Empresa de Desarrollo Urbano de La Ceja,Antioquia,La Ceja,Contratación régimen especial,Jorge Elvecio Baquero Diaz,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10921090,"INTERVENTORÍA TÉCNICA, ADMINISTRATIVA, FINANCIERA, JURÍDICA Y AMBIENTAL DEL PROYECTO DE CONSTRUCCIÓN DEL POLIDEPORTIVO DE LA SEDE EDUCATIVA RURAL SAN ANTONIO DE LA I.E.D NUESTRA SEÑORA DEL TRÁNSITO EN LA VEREDA SAN ANTONIO DEL MUNICIPIO DE GUACHETÁ, "
CO1.REQ.9819592,MP-0950-2026,56,Proceso Activo (Seleccionado),Monitoreo Comercial,Energía Solar & Alumbrado Público,alumbrado público,"$970,349,880 COP",ALCALDÍA MUNICIPIO DE PALMIRA,Valle del Cauca,Palmira,Contratación directa,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9678621,"PRESTAR SERVICIOS DE GESTIÓN INTEGRAL, SOPORTE Y MANTENIMIENTO DEL SISTEMA DE INFORMACIÓN  SILIM  PARA EL EFECTIVO COBRO DEL IMPUESTO DE ALUMBRADO PÚBLICO VIGENCIA 2026"
CO1.REQ.10977080,LP-001-2026   (Fase de Selección (Presentación de ofertas)),56,Proceso Activo (Evaluación),Monitoreo Comercial,Acero & Metalmecánica,estructura metálica,"$900,000,000 COP",ALCALDIA MUNICIPAL LA TEBAIDA QUINDIO,Quindío,La Tebaida,Licitación pública Obra Publica,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10836247,"CONTRATO DE OBRA PARA EL MEJORAMIENTO DE LA INFRAESTRUCTURA FÍSICA DEL POLIDEPORTIVO DE LA INSTITUCIÓN EDUCATIVA LA POPA EN EL MUNICIPIO DE LA TEBAIDA, QUINDÍO, MEDIANTE LA CONSTRUCCIÓN DE UNA ESTRUCTURA METÁLICA PARA CUBIERTA"
CO1.REQ.10861072,LP-001-2026,56,Proceso Activo (Evaluación),Monitoreo Comercial,Acero & Metalmecánica,estructura metálica,"$900,000,000 COP",ALCALDIA MUNICIPAL LA TEBAIDA QUINDIO,Quindío,La Tebaida,Licitación pública Obra Publica,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10740633,"CONTRATO DE OBRA PARA EL MEJORAMIENTO DE LA INFRAESTRUCTURA FÍSICA DEL POLIDEPORTIVO DE LA INSTITUCIÓN EDUCATIVA LA POPA EN EL MUNICIPIO DE LA TEBAIDA, QUINDÍO, MEDIANTE LA CONSTRUCCIÓN DE UNA ESTRUCTURA METÁLICA PARA CUBIERTA"
CO1.REQ.2090805,SI-CM-008-2021,56,Borrador de Pliegos,Oportunidad Pre-Licitación,Energía Solar & Alumbrado Público,alumbrado público,"$831,678,124 COP",MUNICIPIO DE BUCARAMANGA,Santander,Bucaramanga,Concurso de méritos abierto,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,"INTERVENTORIA PARA LA PRIMERA FASE PARA LA ADQUISICIÓN, SUMINISTRO, IMPLEMENTACIÓN Y PUESTA EN FUNCIONAMIENTO DE PUNTOS DE GESTIÓN INTELIGENTE Y MEDIDAS PARA LA RED DE ALUMBRADO PÚBLICO DEL MUNICIPIO"
CO1.REQ.11007661,CO-027-2026,56,Proceso Activo (Seleccionado),Monitoreo Comercial,Energía Solar & Alumbrado Público,alumbrado publico,"$824,077,383 COP",EDENORTE,Antioquia,Yarumal,Contratación directa,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10861690,"AMPLIACION, MANTENIMIENTO Y REPARACION DE LA RED DE ALUMBRADO PUBLICO DEL MUNICIPIO DE PUERTO NARE. EN CUMPLIMIENTO DE LO DISPUEST CONTRATO INTERADMINISTRATIVO No. CD-359-2026, CELEBRADO ENTRE EDENORTE Y EL MUNICIPIO DE PUERTO NARE - ANTIOQUIA."
CO1.REQ.10830576,MP-LOP-002 DE 2026,56,Proceso Activo (Evaluación),Monitoreo Comercial,Acero & Metalmecánica,estructura metalica,"$823,627,492 COP",MUNICIPIO DE PAYA,Boyacá,Paya,Licitación pública Obra Publica,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10688598,"CONSTRUCCION DE CORRALES GANADEROS COMUNITARIOS CON ESTRUCTURA METALICA Y CUBIERTA EN LAS VEREDAS LA UNION Y ABEJON, ASÍ COMO EL MANTENIMIENTO DE LA MANGA DE COLEO Y LA PLAZA DE FERIAS DEL MUNICIPIO DE PAYA - BOYACA."
CO1.REQ.11034602,MC-071-2026 (Manifestación de interés (Menor Cuantía)),56,Proceso Activo (Evaluación),Monitoreo Comercial,Acero & Metalmecánica,acero inoxidable,"$817,710,284 COP",MUNICIPIO DE MANIZALES,Caldas,Manizales,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10888441,"SUMINISTRO, TRANSPORTE E INSTALACION Y MANTENIMIENTO CORRECTIVO Y PREVENTIVO DE LOS MODULOS DE ACERO INOXIDABLE, DESTINADOS PARA VENTAS INFORMALES UBICADOS SOBE EL ESPACIO PUBLICO DE LA CIUDAD DE MANIZALES"
CO1.REQ.10848484,MC-071-2026,56,Proceso Activo (Evaluación),Monitoreo Comercial,Acero & Metalmecánica,acero inoxidable,"$817,710,284 COP",MUNICIPIO DE MANIZALES,Caldas,Manizales,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10702899,"SUMINISTRO, TRANSPORTE E INSTALACION Y MANTENIMIENTO CORRECTIVO Y PREVENTIVO DE LOS MODULOS DE ACERO INOXIDABLE, DESTINADOS PARA VENTAS INFORMALES UBICADOS SOBE EL ESPACIO PUBLICO DE LA CIUDAD DE MANIZALES"
CO1.REQ.11022683,D-482-2026,56,Proceso Activo (Seleccionado),Monitoreo Comercial,Energía Solar & Alumbrado Público,alumbrado público,"$515,486,901 COP",MUNICIPIO DE PALERMO HUILA,Huila,Palermo,Contratación directa,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10903482,AUNAR ESFUERZOS ENTRE EL MUNICIPIO DE PALERMO Y LAS EMPRESAS PÚBLICAS DE PALERMO EPP E.S.P. PARA REALIZAR EL MEJORAMIENTO DEL ALUMBRADO PÚBLICO EN LA ZONA URBANA DEL MUNICIPIO DE PALERMO HUILA
CO1.REQ.11013436,003-S.A.M.C-2026,56,Borrador de Pliegos,Oportunidad Pre-Licitación,Acero & Metalmecánica,estructuras metálicas,"$489,829,980 COP",UAE SETP AVANTE PASTO,Nariño,Pasto,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,"EJECUCIÓN DE LAS OBRAS COMPLEMENTARIAS DE MANTENIMIENTO EN LOS PATIOS DE MIJITAYO, BRICEÑO, TALLER ARANDA Y TALLER CHAPAL, CONSISTENTES EN LA ADECUACIÓN, REPARACIÓN, REPOSICIÓN Y MEJORAMIENTO DE ELEMENTOS DE INFRAESTRUCTURA FÍSICA, INCLUYENDO CUBIERT"
CO1.REQ.10379405,SAMC-008-2026,56,Proceso Activo (Evaluación),Monitoreo Comercial,Energía Solar & Alumbrado Público,alumbrado público,"$488,526,870 COP",ALCALDÍA LIBANO,Tolima,Líbano,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10235897,"MODERNIZACIÓN DEL SISTEMA DE ILUMINACIÓN Y SUMINISTRO DE MATERIALES  ELÉCTRICOS PARA EL ADECUADO Y EFICIENTE FUNCIONAMIENTO DEL SISTEMA DE ALUMBRADO PÚBLICO DEL MUNICIPIO DE LÍBANO, DEPARTAMENTO DEL TOLIMA"
CO1.REQ.11048321,SASI-02-2026 (Presentación de oferta),56,Proceso Activo (Evaluación),Monitoreo Comercial,Energía Solar & Alumbrado Público,alumbrado público,"$480,422,043 COP",ALCALDIA DE HONDA,Tolima,Honda,Selección abreviada subasta inversa,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10903651,"ADQUISICIÓN Y SUMINISTRO DE MATERIALES Y ELEMENTOS PARA EL MANTENIMIENTO, CONSERVACIÓN, RECUPERACIÓN Y ADECUACIÓN DEL SISTEMA DE ALUMBRADO PÚBLICO DEL MUNICIPIO DE HONDA - TOLIMA, Y PARA LA REPARACIÓN, RESTAURACIÓN, REPOSICIÓN DE COMPONENTES Y PUESTA"
CO1.REQ.10978278,SASI-02-2026,56,Proceso Activo (Evaluación),Monitoreo Comercial,Energía Solar & Alumbrado Público,alumbrado público,"$480,422,043 COP",ALCALDIA DE HONDA,Tolima,Honda,Selección abreviada subasta inversa,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10833639,"ADQUISICIÓN Y SUMINISTRO DE MATERIALES Y ELEMENTOS PARA EL MANTENIMIENTO, CONSERVACIÓN, RECUPERACIÓN Y ADECUACIÓN DEL SISTEMA DE ALUMBRADO PÚBLICO DEL MUNICIPIO DE HONDA - TOLIMA, Y PARA LA REPARACIÓN, RESTAURACIÓN, REPOSICIÓN DE COMPONENTES Y PUESTA"
CO1.REQ.10390627,SASI-06-2026,56,Proceso Activo (Evaluación),Monitoreo Comercial,Energía Solar & Alumbrado Público,alumbrado público,"$407,153,664 COP",MUNICIPIO EL CARMEN DE VIBORAL,Antioquia,El Carmen De Viboral,Selección abreviada subasta inversa,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10247521,SUMINISTRO DE ELEMENTOS E INSUMOS ELÉCTRICOS PARA EL MANTENIMIENTO DE ALUMBRADO PÚBLICO E INFRAESTRUCTURA INSTITUCIONAL EN EL MUNICIPIO DE EL CARMEN DE VIBORAL.
CO1.REQ.10922117,SAMC 001-2026,56,Proceso Activo (Evaluación),Monitoreo Comercial,Acero & Metalmecánica,estructura metálica,"$402,925,701 COP",INSTITUTO PARA LA EDUCACION FISICA LA RECREACION Y EL DEPORTE DE DUITAMA,No Definido,No Definido,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10775748,"REALIZAR LAS OBRAS DE ADECUACIÓN, MANTENIMIENTO Y CONSERVACIÓN DE LA CUBIERTA Y ESTRUCTURA METÁLICA DE LA PISCINA OLÍMPICA DE DUITAMA, PARA MEJORAR LAS CONDICIONES DE FUNCIONAMIENTO Y CONSERVACIÓN DEL ESCENARIO DEPORTIVO"
CO1.REQ.4471955,062-2023,56,Borrador de Pliegos,Oportunidad Pre-Licitación,Energía Solar & Alumbrado Público,alumbrado público,"$380,065,438 COP",EMPRESA DE ENERGIA DEL GUAINIA LA CEIBA S.A. E.S.P,Guainía,Inírida,Contratación régimen especial,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,COMPRA DE MATERIALES PARA AMPLIACIÓN Y MODERNIZACIÓN DEL ALUMBRADO PÚBLICO EN LA ZONA URBANA DEL MUNICIPIO DE INÍRIDA
CO1.REQ.10991695,DHMP-SA-SPOP-010 DE 2026,56,Proceso Activo (Evaluación),Monitoreo Comercial,Energía Solar & Alumbrado Público,alumbrado público,"$379,784,854 COP",ALCALDIA DE PAICOL HUILA,Huila,Paicol,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10846192,"REALIZAR LA MODERNIZACIÓN Y EXPANSIÓN DEL ALUMBRADO PÚBLICO DEL MUNICIPIO DE PAICOL, DEPARTAMENTO DEL HUILA, PARA LA VIGENCIA 2026"
CO1.REQ.8946703,2024-CAD0005,56,Borrador de Pliegos,Oportunidad Pre-Licitación,Acero & Metalmecánica,estructura metalica,"$359,943,002 COP",CENTRAL DE ABASTOS DE BUCARAMANGA S.A.,Santander,Bucaramanga,Contratación régimen especial,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,No definido
CO1.REQ.10979275,CD-2023-106,56,Borrador de Pliegos,Oportunidad Pre-Licitación,Energía Solar & Alumbrado Público,alumbrado público,"$306,861,577 COP",EMPRESA DE SERVICIO DE ALUMBRADO PUBLICO DE YOPAL S.A.S. E.S.P.,Casanare,Yopal,Contratación régimen especial,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,"INTERVENTORÍA TÉCNICA, AMBIENTAL, ADMINISTRATIVA, FINANCIERA, CONTABLE Y JURÍDICA A LA MODERNIZACIÓN Y AMPLIACIÓN DEL SISTEMA DE ALUMBRADO PÚBLICO EN LA CIUDADELA LA BENDICIÓN EN EL MUNICIPIO DE YOPAL"
CO1.REQ.11037533,CD-MNC-270-2026,55,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Construcción & Obra Civil General,hospital,"$165,000,000 COP",HMI,Atlántico,Soledad,Contratación régimen especial,SERTIOFI DE LA COSTA SAS,901388648,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10891448,"PRESTACION DE SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A LAS PLANTAS ELECTRICAS DE LA ESE; Y EQUIPOS DE REFRIGERACIÓN, TALES COMO AIRES ACONDICIONADOS, NEVERAS Y DISPENSADORES DE AGUA, EXISTENTES EN LAS DIFERENTES SEDES DE LA E.S.E HOSPITAL"
CO1.REQ.10996937,MIC 200.1.094.2026,55,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Construcción & Obra Civil General,escuela,"$118,500,000 COP",UNIVERSIDAD DEL VALLE,Valle del Cauca,No Definido,Contratación régimen especial,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10850675,"Realizar levantamientos topográficos, batimétricos y de estructuras Hidráulicas en los drenajes localizados en las zonas urbanas de Bugalagrande-Mestizal, San Pedro, Alcalá, Argelia y El Aguila, con el fin de generar insumos cartográficos técnicos qu"
CO1.REQ.10982914,081-2026,55,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Construcción & Obra Civil General,hospital,"$107,500,000 COP",E.S.E HOSPITAL BAUDILIO ACERO,Boyacá,Turmequé,Contratación régimen especial,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10836366,"CONTRATAR LA PRESTACION DE SERVICIOS DE UNA EMPRESA DE SERVICIOS TEMPORALES PARA EL ENVIO DE LOS TRABAJADORES EN MISION CON PERFIL PROFESIONAL Y TECNICO, PARA QUE EJECUTEN EN LAS AREAS ASISTENCIAL Y ADMINISTRATIVA CONFORME A LAS NECESIDADES DE LOS SE"
